wavelength,lunar 1,lunar 2,lunar 3,lunar 4,lunar 5,lunar 6,lunar 7,lunar 8,lunar 9,lunar 10,lunar 11,lunar 12,lunar 13,lunar 14,lunar 15,average,error
340.0,0.21644740805048152,0.17199613680512488,0.2517940842790183,0.1503946486261604,0.20355204071616873,0.16361176193197147,0.1770740823499291,0.20413397171363218,0.2274332614556276,0.22564571683238685,0.15799118729226305,0.11491500564624281,0.13479009200455055,0.1887092649776073,0.21214776611347022,0.18670909525297566,0.009848761571118615
340.5,0.21644740805048152,0.17199613680512488,0.2517940842790183,0.1503946486261604,0.20355204071616873,0.16361176193197147,0.1770740823499291,0.20413397171363218,0.2274332614556276,0.22564571683238685,0.15799118729226305,0.11491500564624281,0.13479009200455055,0.1887092649776073,0.21214776611347022,0.18670909525297566,0.009848761571118615
341.0,0.2174909616387548,0.17336614317753055,0.25107408485501786,0.15017758418484428,0.20345123079092756,0.1646109696180537,0.17636236980029113,0.2049236746824079,0.22797366002852504,0.2250348629640137,0.15841714392466866,0.11478851950060692,0.13500500670562077,0.18856153213728694,0.21310322727861847,0.18695606475247786,0.009838584112365772
341.5,0.2196680303315319,0.17601387570036633,0.24918151494050234,0.15080397014407076,0.20509779290320032,0.16474011891081264,0.17252623915774243,0.20749657790325773,0.22691149731627833,0.2233874085917346,0.15972728326373442,0.11454960122551688,0.13479560263791132,0.19037320328437318,0.21527955548812278,0.18737015145327704,0.009822570836866693
342.0,0.21887636898870386,0.17514786130951923,0.25103294203078924,0.15147376899156048,0.20495497884244193,0.16458378029326237,0.17140173332931444,0.20770886364755228,0.22396725681566473,0.22086995022510583,0.15788147118997678,0.11461987130642572,0.13570485714243916,0.1911429691365686,0.213527876685351,0.18685963666231176,0.009751251425443672
342.5,0.2225557950025296,0.17574413351305332,0.250189514134103,0.15281956852772033,0.2048625697443042,0.16597723318881924,0.17111704830945923,0.20702105783603797,0.22449833817178805,0.22341517467666064,0.15774593953421134,0.11461050196230455,0.1365975797468847,0.19251921717534226,0.21553611450469037,0.18768065240186058,0.009801049688151778
343.0,0.2225198103960374,0.17436702866203416,0.24729923073204402,0.1504380615144236,0.20430811515547767,0.1638496685238958,0.17170065260016237,0.20704653212535332,0.22553254923371244,0.23113414628610326,0.15657133185091102,0.11580977800981526,0.13576547410940767,0.1872708136376461,0.2165358099830399,0.18734326685467095,0.009949310095895522
343.5,0.22093648771038135,0.17267759075202094,0.24535523228724276,0.14992330869644543,0.20192228025810283,0.16166092787819183,0.17080389478761854,0.203480131621205,0.22850474138464835,0.2303289298232477,0.15788792507834656,0.11422167418127567,0.13629449491204207,0.18713863162262268,0.2157484392080566,0.1864589793467632,0.009921806039608
344.0,0.22391421389760952,0.17709994292823197,0.24714494514118676,0.15219318256849385,0.20482056560878703,0.16110354671996907,0.1722486712633836,0.2024441771890476,0.22862586520271158,0.22574752581044905,0.15831388171075217,0.11562239112739171,0.13483968770479754,0.18979004733574026,0.2154122584277267,0.18728806017575195,0.00986097565349078
344.5,0.22299660643205885,0.17468646019964168,0.24344209096061298,0.15296221087487094,0.20438372259940857,0.16258536492109785,0.17424146640236995,0.20478781180605934,0.2252250810801674,0.2256086953858188,0.15841714392466866,0.11635319996884357,0.13413432663461836,0.18878701910409168,0.2120592974870676,0.18671136651875972,0.009599986138724714
345.0,0.2220340182083929,0.17422505908976413,0.24930494341318815,0.15260250408640422,0.2044005242536154,0.16378849254311525,0.17389984437854372,0.20456703463199305,0.22913831212528674,0.2214437826469109,0.1560808363348076,0.11496185236684871,0.13537421914079267,0.189377950465373,0.2124662531685196,0.18691104179023704,0.009808701313101461
345.5,0.22407614462682435,0.17801564666937358,0.25408779672976267,0.15290019246306633,0.2086681444221591,0.16546743334898137,0.1760136306509685,0.20767489792846514,0.2299209583343106,0.22585859015015328,0.15907544053838646,0.11710274749853776,0.13728089828362072,0.1914228839919124,0.21861482270350135,0.1897453485560016,0.009999009381410023
346.0,0.22516467897321288,0.18379380826076322,0.261339219500053,0.1603424018796186,0.2129021612822891,0.17460304647887623,0.18036219432925657,0.21822125370501805,0.23490566930845072,0.2350676749839607,0.16523245004315845,0.12427498042329921,0.14287419114480712,0.19752658292093678,0.2273289824041589,0.19626261970919062,0.009990064779747709
346.5,0.22690093623646068,0.18400676261916823,0.2668317865345708,0.1660604994480029,0.2164809136283513,0.1780424960649825,0.18291012525696054,0.22093851123198818,0.2370299947329441,0.2408337652869376,0.16638769606134943,0.12794776331880078,0.14786682496966905,0.20284496517246886,0.229903419432475,0.19966576399967534,0.010014391597404642
347.0,0.2315789350804445,0.18679646471427408,0.2668523579466851,0.16780321681971222,0.21769903355834902,0.17987777548839887,0.18607724610284954,0.22062432833043225,0.24168860311999096,0.24270334833862514,0.16875627309305943,0.13015424385933813,0.15147077918761573,0.20437672146421126,0.2313277643175571,0.20185247276143622,0.009936730673501148
347.5,0.23622094931793614,0.18802450151440972,0.26419864578394053,0.1673876934606214,0.21911877333882912,0.17997973545636645,0.18704517517035718,0.22081963121518322,0.24139976939999405,0.24279590195504533,0.17051173072964013,0.12967640730915805,0.15037416314882157,0.2040579295456253,0.22805442514066038,0.20197769549910585,0.009898530267414189
348.0,0.23848797952694367,0.18819486500113372,0.2641780743718262,0.16775980393144901,0.22088294703054995,0.18070704989453515,0.18755049108060015,0.22117627126559805,0.24096186021161164,0.24195366404562169,0.17136364399445134,0.130121451154914,0.1508866520513736,0.20383244257882055,0.22808981259122138,0.2024098005820433,0.00987070143571075
348.5,0.23922566396003342,0.1877121684554157,0.2646923596746837,0.16864046537907434,0.22208426530634076,0.18118966040958168,0.1878138247239662,0.22167726562213316,0.24030965503742507,0.2412595119224704,0.17253825167775166,0.13072108917866937,0.15095277965170292,0.20397240000649247,0.22890372395412545,0.20277953899732445,0.00984160118089829
349.0,0.23880284483375028,0.18828714522310924,0.26694492930119945,0.1698374207269032,0.2230251579419252,0.1821276921148834,0.18800598711236846,0.2218216199282535,0.24050531658968108,0.24175930145113933,0.17319009440309965,0.13101153884642586,0.15175182148901525,0.20412790825946125,0.23069079020745825,0.20345930456191155,0.009873948669719078
349.5,0.2384160103139593,0.18996948465450894,0.2681586426159431,0.17102197239237107,0.22229428598392656,0.18344637436726408,0.18927995257622043,0.22147347130761041,0.24138113496644584,0.24212951591682003,0.17366122825409375,0.13059460303303347,0.15239105495886512,0.20364583267525802,0.23164625137260653,0.20396732102592843,0.009868720119010889
350.0,0.23877585637888113,0.19176539974372464,0.26948549869731536,0.17227474431082407,0.2226387198951673,0.1854515870706264,0.19021941314174257,0.2214310141587515,0.24172587198708734,0.24406388650000171,0.1743130709794417,0.1302479373005499,0.1539285216665213,0.20303935048867983,0.23261055940039502,0.2047980954479806,0.009881488423785873
350.5,0.23882983328861943,0.1921629145460807,0.2697940698790298,0.17297555236421605,0.22444489772240528,0.18689262128456816,0.19041157553014484,0.2228830486497262,0.2423594427277257,0.24429527054105213,0.1743517943096604,0.13130198851418237,0.15542190330729125,0.20331148993137518,0.23401721056019656,0.2055635742104182,0.009851352470632296
351.0,0.23867689871102762,0.19165892256452213,0.26978378417297266,0.1722809461520045,0.22558741020847212,0.18747719176758224,0.190845720185424,0.22405486595823204,0.2434402398735206,0.24550772291615644,0.17501009092337816,0.13310558725750907,0.15661771074657935,0.20368470973850022,0.23461879721973436,0.2061567065597077,0.00982233199898602
351.5,0.23963049078307047,0.19168731647897616,0.2703289265940016,0.17218791853429763,0.2267551251758492,0.18693340527175517,0.1916214868645294,0.22520120897742257,0.2439713212296439,0.2467664520994708,0.17561030254176788,0.13456720494041274,0.15688222114789654,0.2041823361480003,0.23450378800541094,0.20672196698616702,0.009840992752073337
352.0,0.2412228096203496,0.1931070122016763,0.27127521155125933,0.17232435904026774,0.22609145983467807,0.18626726681436703,0.19395590402734195,0.22558332331715275,0.24420425164899626,0.2477012436253146,0.17584264252308004,0.13549008533634874,0.15725143358306845,0.20463331008160976,0.2342914633020447,0.20728278510050363,0.009845733677626886
352.5,0.2423293362699842,0.194902927290892,0.27304435299308905,0.17326703889969772,0.2265115011898497,0.18600896822884916,0.19525833799317946,0.22670419204702796,0.24525709714446886,0.24877486557578862,0.17659129357397474,0.13561657148198464,0.1577308586854559,0.20629724838837563,0.23497267172534483,0.20821781743253082,0.009918455330400526
