wavelength,sky 1,sky 2,sky 3,sky 4,sky 5,sky 6,sky 7,sky 8,sky 9,sky 10,sky 11,sky 12,sky 13,sky 14,sky 15,average,error
348.5,0.13803180548333807,0.13570219803631461,0.1458043400223782,0.15625808175527917,0.1530322802210667,0.1493571477908369,0.14071052362711922,0.14486652754238674,0.14181430754370594,0.1682664926811388,0.1478660656173329,0.1448480669234093,0.15307675379919183,0.1353013526176565,0.16441060149578024,0.14795643634379568,0.0025156586453685833
349.0,0.15246012047699806,0.14915506531019768,0.15612170760575284,0.16832948810104384,0.1582175985800859,0.15364053451379905,0.15686352538426515,0.15753061258904802,0.1553382371683055,0.18394879331707398,0.1537669794166487,0.16288838004133033,0.1656076547483874,0.1557468903465468,0.17880884589597845,0.16056162889969747,0.0025443542074136587
349.5,0.16690862552137503,0.15980480738486363,0.1665444773681754,0.1849403355032371,0.16193494219559967,0.156354843138376,0.1736885270210137,0.17033506311036445,0.1635325535231511,0.19381748794320222,0.16089604416088166,0.17843227375405682,0.17448155411857036,0.17905763318969337,0.18427772720057242,0.17166712634220885,0.0027953877892933003
350.0,0.1743461354542622,0.16756607696595002,0.17374796343339208,0.1940464932275922,0.16776106912862127,0.16288658685025867,0.18371851592168728,0.18266539025062356,0.16713068962701627,0.19974482890880674,0.16831457209078532,0.18813924426420722,0.1750943704876323,0.19581933577168278,0.18524421053457393,0.17908169886113942,0.003034716335062305
350.5,0.17768001757891233,0.16710200105285414,0.17497364020117764,0.19687146727558424,0.17335179699364198,0.1694435930002191,0.18299338116788355,0.18602480394403592,0.16432351070025977,0.19873871199213586,0.17107274273139053,0.18318622075533636,0.1652733912743536,0.19565763107387643,0.18047779760444937,0.17914471382307406,0.0029443860057590293
351.0,0.17134791292278276,0.1643548850155624,0.17174231054065195,0.18924208908804158,0.17758244135465762,0.17339576109060625,0.17357913169177605,0.1785355260629931,0.16044638242846898,0.19191024022290437,0.1661270574447881,0.17053689946298697,0.1553409909030636,0.1811092615431114,0.1662115606840172,0.17276416336376077,0.0025693537598745746
351.5,0.16759508724575417,0.16534171310662835,0.17016428934576336,0.18555988153583125,0.1817084639076729,0.17882999221488852,0.17167877854387653,0.1747019889885235,0.16427461516567485,0.1973432715729271,0.1669375543646661,0.1655798944239643,0.16089613149533957,0.18319120952736817,0.16711204027813567,0.17339432744780098,0.002592444454027693
352.0,0.17214289616976594,0.17053189544504557,0.17419065258539324,0.19601813028729423,0.19081383063520663,0.18165657834203328,0.17655781022787514,0.17632710926175266,0.1767055857819061,0.21169137368892918,0.17469516774064114,0.17282229777013478,0.17712382729426607,0.18737531858310746,0.18086439093804998,0.18130112431676007,0.0028615747124252472
352.5,0.18410045370692893,0.18214446168423806,0.17961133607928534,0.2047424294506794,0.20444082112725706,0.18528314167497373,0.1898165241314767,0.18539159969170285,0.19033881130734245,0.2246877795994908,0.19322908200030015,0.1876176638143181,0.19298542500258412,0.19563741798665063,0.19696458891666063,0.19313276907825924,0.002956251834728064
353.0,0.1971280839320947,0.19134863396063984,0.18821516538042413,0.21007286324054575,0.2128628766712883,0.18758763741517814,0.19978087583460774,0.19600946804116962,0.1975350835150728,0.23233864258756629,0.21228402999416643,0.19557674258781713,0.20313270903575298,0.19531400859103792,0.2132203671392813,0.20216047919510954,0.0030997644220375096
353.5,0.20492144350886957,0.19947262954276668,0.1968732015165018,0.21168602083484742,0.21237246194628648,0.18849147131084906,0.20465990751860635,0.20182059869189128,0.19766451287132694,0.22833167260639012,0.21389675345718895,0.1997016078251083,0.2051303312258121,0.19425787478349021,0.2173880318576098,0.2051112346331697,0.0026299594148445835
354.0,0.2065568376169493,0.20444944364527773,0.20444408946297113,0.21177953721712578,0.2037902042587547,0.19453761482412593,0.20381912627389423,0.2043471772356833,0.19403186227246066,0.22339295087194916,0.2069537721894586,0.20469444663549738,0.20826604095841486,0.19930104004632573,0.21469130762810312,0.20567036340913275,0.0018955849046314748
354.5,0.20288729589912843,0.2056443057663522,0.20486870966999268,0.21083268384655743,0.1965549523492279,0.19927011155735938,0.2006685407918503,0.20559798957649886,0.19225436577990376,0.2114157851421889,0.19475083131925475,0.21284065732613222,0.20514226920702758,0.19880076613748737,0.2104104936414037,0.20346265053402438,0.001639676298916332
355.0,0.2035409487910924,0.2056042992221198,0.20355268817730887,0.21413303283779775,0.20003689689674078,0.20198161324437214,0.20168435456334263,0.20882639549356646,0.1957518346066824,0.20666078910557478,0.19520156685122772,0.2239212557386624,0.20076500942801356,0.21473878541502567,0.20510190713366855,0.20543342516701307,0.0019513859200641912
355.5,0.20267530036659961,0.20820205749427725,0.20171266728021547,0.21790486025635822,0.2056014693097614,0.20195635080629437,0.2027970613407312,0.2088388724246469,0.20307753617066687,0.2027850517657035,0.20327758973144056,0.22751657746576073,0.1898298186346222,0.22224794731940803,0.20645498380127067,0.20699187627785048,0.0024013975520449037
356.0,0.20752596005136686,0.2092955697032963,0.20648286875484054,0.23139849491593956,0.2175675885998057,0.20595062296014444,0.21176122717654666,0.20941904971988806,0.21189023722761563,0.21240877879472927,0.22118709054772415,0.23125523427832487,0.1900367436423574,0.2350226184461096,0.21705801315819465,0.2145506731984589,0.003011208070698193
356.5,0.20690259223547847,0.20786600252272505,0.2078019017383543,0.23683803115179738,0.2175610497368057,0.20734847786711375,0.21471177548512752,0.20643706319165944,0.2151604856289703,0.2237953976386175,0.22683989304503646,0.22791871201109515,0.18219348998377868,0.2408844137415898,0.21593123502733433,0.21587936806703226,0.0037184768355371725
357.0,0.20709187396095066,0.2045241225278449,0.2095907272913387,0.23616783041213582,0.21651810108830183,0.20752812187122224,0.2173903982610319,0.20858933380303785,0.21376840099725908,0.23920210972781242,0.22519822326344688,0.22440700241718511,0.17920501535283365,0.23836283111017204,0.21478559868507888,0.2161553127179768,0.003988940629872827
357.5,0.20358637640520572,0.19845913042221244,0.20588358207968246,0.227065569203709,0.21387966986779203,0.20445171830086406,0.21710284482417871,0.21003977704114066,0.2050132240986455,0.2488652065492296,0.21603464584278548,0.21802859111396075,0.1715527693937028,0.2330467891697883,0.2086661090873522,0.21211173356001664,0.004450399393244072
358.0,0.20264501529052406,0.19907256410044263,0.2006556339989065,0.21755807033874264,0.21341541059479033,0.19843645110079336,0.21081417618343226,0.21067610052624383,0.19671536425879657,0.2485065039963296,0.2058744880257435,0.21323084728101108,0.16846879091303382,0.21919071787650674,0.2053847803045958,0.20737632765265954,0.004297559436654492
358.5,0.2106528941561674,0.20735658585949912,0.20860898128077826,0.22143900020329446,0.22341333212182737,0.2013921563558911,0.21579635203499778,0.21897014046197594,0.2001006609768216,0.24983632809488587,0.20909166457505513,0.21032034874002672,0.18373348956057725,0.20996849682973837,0.21335708917189616,0.21226916802822882,0.0036632632725964506
359.0,0.21914281048267995,0.21639806485602245,0.2156257549145386,0.23002302479326206,0.2348955755498699,0.21215114803945204,0.22534812706786117,0.22902654691282226,0.21036872323965025,0.24863336221625765,0.2152944471251418,0.210085438461069,0.20447374225896,0.2088466704887068,0.21679871275151133,0.21980747661052036,0.003035576982215341
359.5,0.23151426405954212,0.23005896615991403,0.22779820084915633,0.24216067190980722,0.24544276156890893,0.22657880711941636,0.2387537432707247,0.24289465580874742,0.22650424965266672,0.24919328815249187,0.2227129750550455,0.21752691831483076,0.2248001449418723,0.22109580134753778,0.2230313516176089,0.23133778665521812,0.002549912452386803
360.0,0.23773027592404875,0.24195424531168214,0.23058684135768084,0.2511421411244578,0.24744038421541634,0.23682132229116537,0.2497089040986652,0.25458865946390336,0.23783363263677937,0.2551993687028793,0.2267778652195356,0.227146295161641,0.23548463812973833,0.2382516591304302,0.22886325349155953,0.23996863241730557,0.002504752420856908
360.5,0.24300745043021335,0.25035028539458937,0.22587686969965456,0.25166037774291705,0.24687150313441422,0.24159030921273333,0.24984330407458574,0.25669414158373005,0.24365507746029902,0.25612674603476726,0.23016044930351623,0.23571454804836933,0.2393167300999115,0.2537854166634526,0.2351760397560865,0.2439886165759494,0.00243064231824848
361.0,0.24834014757584977,0.256119229072902,0.22541912309350368,0.251130451576673,0.2452433262474082,0.241298387706057,0.24873059729719718,0.2523802426626629,0.24824838150336273,0.26012059275181293,0.23924132295684308,0.23686919179239868,0.23813884928664958,0.2629318386331243,0.24049876992236804,0.24631403013858758,0.002525467781394462
361.5,0.2557322298946236,0.2598211679658738,0.23063201372012995,0.2561335780285652,0.2529689928819368,0.24007175599050362,0.2533126988018365,0.2524519850163755,0.25337666021894356,0.2735325686931734,0.24848760414483897,0.23745447672471703,0.24283047590433823,0.26883406010305605,0.24721229317904203,0.2515235040845303,0.0029034995117402807
362.0,0.26749293443729555,0.2649393385246727,0.24530098555276797,0.2712325772505917,0.2683353209319937,0.24805468642307532,0.26806544034474067,0.2590335661613153,0.26349515967010073,0.2868439329428668,0.2606864098266761,0.2466199591342192,0.2514218430524212,0.28041110581162937,0.2558163521280799,0.2625166408128297,0.0031060115318973674
362.5,0.2796574399943081,0.27020419974565707,0.26551110051249577,0.2929011023276728,0.28111879809704104,0.25767686839313714,0.2847060327122029,0.2738436833538147,0.27636906630551283,0.30617012658570125,0.2703958321117451,0.26024475531376584,0.2611552770701196,0.2978600533592958,0.27130837278919695,0.27660818057811115,0.0036447708253255482
363.0,0.2925033597630206,0.2746049196112215,0.2823965295959697,0.31388773711730755,0.2921335128205818,0.27495356910075974,0.29924936033913785,0.29308623031264563,0.2919351035510111,0.3228410464528,0.28120521450236285,0.27665264106943843,0.27509883912981514,0.31850772196044397,0.2897375598751088,0.2919195563467749,0.0040912490433107395
363.5,0.308806825717025,0.2832463331654208,0.2968125361988928,0.33149998911306494,0.2981950388216043,0.29422319547896114,0.31433966461226104,0.3103355875313739,0.30858834738904417,0.3344332631013992,0.29346604800970083,0.2932237695613359,0.2851545986403319,0.33118132765101665,0.3042678117550731,0.30585162244976705,0.004228591286864651
364.0,0.32061800538648955,0.29935563497633555,0.3107858536498147,0.3459872353343539,0.3120345423611555,0.3137875503014031,0.3281859877129105,0.3261469784430798,0.3265358847896186,0.35029928943516125,0.3089192469361501,0.3124147448931345,0.298425654424888,0.3400397131277207,0.31874620355370076,0.32081883502172776,0.004019765725981344
364.5,0.3274321475034883,0.31386467501795406,0.3186759596242577,0.35286068943181315,0.32395815904169967,0.33006778817373633,0.33812533476935863,0.33790648598640816,0.3383283372483294,0.3633000697670997,0.32248679996737306,0.3312792347524834,0.30566405036854843,0.3411160600224942,0.31971268688770227,0.3309852319041831,0.0038583514213912404
365.0,0.33510436677596095,0.33050739741863416,0.33647387042920346,0.363743658419457,0.343748027911273,0.3445235166293426,0.3495024490100729,0.3498219551682422,0.3502646001028781,0.3863926402153847,0.34413864625554225,0.352819312873859,0.3187998090326623,0.3503281745256497,0.32515328087520345,0.345421447042891,0.004189734723300056
365.5,0.34022759214540815,0.34120248024343014,0.35424166632584986,0.36767134647514804,0.35551798131131657,0.3531127455757805,0.3549097038552475,0.35649711329628536,0.35897951009065704,0.39995772090493426,0.3565442113557156,0.3625700802156795,0.3331572211078283,0.3575947793833225,0.3280951618528471,0.35468528760929663,0.004297707922950794
366.0,0.3500954794333582,0.3494704993847937,0.36661889363690353,0.3687428883554209,0.36284150787134367,0.357070527541296,0.3637238418109657,0.3684437748058205,0.36513459503252077,0.41123935363577857,0.36129554278908205,0.3647161249675134,0.34981866355758434,0.36081876679583663,0.3332057371409332,0.36221574645061005,0.0042847533063808865
366.5,0.35584964388771273,0.3580318998505282,0.3748402636026399,0.36982222326755027,0.3700015628563702,0.3605791994965402,0.374850909584851,0.3817005140788034,0.37097329710354093,0.41013699944881743,0.35797085134223555,0.3640352833115512,0.36282708375539957,0.3638557831515121,0.34128648072375567,0.36778413303078733,0.0039329706507151225
367.0,0.35754056063526424,0.3620058832442803,0.37345497782086745,0.36831427160331176,0.3709170036763736,0.36383524707100695,0.38222728035630316,0.38806374892983514,0.3720374940327417,0.40232428286979927,0.35071773094700087,0.36478381098009444,0.3708573657863544,0.36137462669454595,0.3430780108062951,0.3687688196969382,0.0037630954268348064
367.5,0.363749001230752,0.36870031164583594,0.3735754374540651,0.37509810583442094,0.3775212553063981,0.36756847403138676,0.3900099766363521,0.3944893684362692,0.3739070291786349,0.396698776979196,0.3507880291492352,0.3716519504919933,0.376114056848243,0.37144579740479766,0.3538130476429851,0.373675374551371,0.0033387555800623503
368.0,0.3807591189598526,0.3780351719667302,0.3826701397604841,0.39362603907332055,0.38700260665643316,0.3780944898971195,0.39541723148152674,0.39579944619971696,0.3766394266995557,0.3980154778136218,0.3567881874693523,0.37893416913968203,0.3823377243885866,0.38392232549491884,0.36433121504863086,0.38215818466996876,0.002935404184083916
368.5,0.4052143178908592,0.3921174755365364,0.3933609322067713,0.4165765178908008,0.4023035460764898,0.3938133402566137,0.4056378808131574,0.40509475985465554,0.3860158645081891,0.41731105050681844,0.37141021353409,0.3933990681812638,0.3961260926924808,0.4042364781568415,0.38236909424809334,0.3976657754902441,0.0031831073607606775
369.0,0.4216944467886377,0.400785560120224,0.4024857494214897,0.42631780771146305,0.4137792506415323,0.4101216475045889,0.41448327457722917,0.41616803618855885,0.3974344099377213,0.43752962611052626,0.37979637554180723,0.403567896189026,0.40378231797868347,0.41123020633696605,0.39554155490760673,0.4089812106637373,0.003598874590327364
369.5,0.42626244576336647,0.40417278086523417,0.40552735515972915,0.4273698670120946,0.4161986299515413,0.419216125212582,0.42126578498996264,0.4234358485429236,0.40376206735459047,0.4520964492953698,0.3902170502259528,0.4152337795338745,0.4117409721223453,0.40630326632567887,0.3972765103559607,0.4146719288474138,0.0038618407859556426
370.0,0.4242182031282669,0.4051062668973236,0.40603930860081894,0.4148620508823643,0.41731023666154543,0.41907577833437226,0.42482894714227426,0.4282706593365997,0.4096295315047783,0.4548523347627726,0.39727168157958476,0.4186180801629261,0.4170334771278804,0.40193723948490745,0.40501309158082166,0.41627112581248243,0.0036204110345055365
370.5,0.416268370658435,0.4036126892459805,0.4124838989768907,0.41057588336127293,0.41335422454653076,0.4121426425508096,0.4247351797172135,0.4241532720800497,0.4141451779340895,0.45450238105262625,0.3961055584601684,0.4159106396596848,0.41357146257538746,0.40721790852264605,0.4103499654056495,0.41527528364982896,0.0033442901963753493
371.0,0.41447650365729827,0.4010255993856184,0.42172917582480673,0.4180182287842588,0.41724484803154516,0.40905501123019467,0.4221409476238637,0.4208780776714304,0.4135699363507378,0.4621138742483103,0.3984874269594017,0.41145132588964034,0.41006965475217627,0.4219633556538625,0.4182044104517301,0.41736189176765826,0.00370474847439297
371.5,0.4120536975712543,0.3995853637932518,0.4224519336239923,0.41977166095197804,0.42022003069655617,0.4066971836762706,0.4165461579285675,0.41635519015476563,0.4144327987257654,0.47226253184255557,0.3975280632583217,0.4034484502844712,0.40039988996762715,0.4346622277034674,0.4131126933750392,0.4166351915702588,0.004733996149698335
372.0,0.40412910266481866,0.3936377242173678,0.41100826847022004,0.4230447343317206,0.41440044262653464,0.40195345919278036,0.4046064391374882,0.4063736452904021,0.40704094437969546,0.47506216152372677,0.3902418613561532,0.3954575192697576,0.3923497113013132,0.4359255456550795,0.3995253520648325,0.41031712743212606,0.0055785771511565295
372.5,0.3968606844066867,0.38739670331711273,0.39622184849521436,0.41727789075788857,0.4070769160665075,0.393644924002762,0.39447955723091843,0.39763979353408396,0.3968016441960343,0.4664008071976036,0.3872562553553781,0.39110968834396415,0.39059084873556393,0.42891665765953557,0.384000329533774,0.40237830325553525,0.005505236055119154
373.0,0.38459522859608897,0.3818224581540644,0.3830315186600769,0.40847176476000985,0.3931164435614558,0.380227762445908,0.3898849534029377,0.3865353248724795,0.3873389201498981,0.4457535382989664,0.38071438735922003,0.38673796823725987,0.38795255488694,0.4176630213465749,0.3651185453743785,0.39193095934041733,0.004951223978155529
373.5,0.3750049545054981,0.37526138489995015,0.3742078505283524,0.39950977812500055,0.38576022268642857,0.36933684469682987,0.3901975114864738,0.376584972335817,0.37827886521210813,0.42657607498294414,0.3757562965075174,0.38199596582643575,0.3832370523068204,0.4098102369593541,0.3558214471565687,0.38382263054773985,0.004463049162880229
374.0,0.3784120255639975,0.37931538138216714,0.3735754374540651,0.3928857010469502,0.39010856658144466,0.3663334215031408,0.40132457926035914,0.37848770432558637,0.3799758278829958,0.413387194531802,0.3837537508087625,0.3794238973483566,0.38384191002173873,0.40686417949619463,0.36402948366630844,0.38478127072492463,0.0036081991990618506
374.5,0.38843133823232523,0.3868899537568356,0.3780625587906758,0.393353282958342,0.39635318074646775,0.3721718516366673,0.4143269955354611,0.390777481439834,0.3880292100499202,0.41325158746912033,0.38957609602911053,0.37615107956355603,0.3905828900814203,0.41007806036509586,0.3833308630292461,0.39142442864560517,0.003288143485773642
375.0,0.4049619422568963,0.4064398183717371,0.3966434572114059,0.40905624214924957,0.414236971051534,0.3908379864385666,0.4355809452159162,0.4093057240943089,0.40896800368392383,0.4312829523844131,0.4030237285976984,0.38733519776003367,0.4057719815145989,0.42487909348618325,0.4121084936182474,0.4093621691889809,0.0034581469618891196
375.5,0.4222244356199598,0.42852343078802413,0.42163883109990846,0.4329808499487961,0.4321861499866005,0.41259175256108094,0.45739749944673647,0.4345091248768269,0.43111480464296603,0.45791442972655355,0.41732320996983163,0.40312992787232516,0.4245146120229225,0.4376537646128849,0.43132501102990684,0.42966852228035496,0.0037620617622527927
376.0,0.43857837670075683,0.45018030673249887,0.44109306186132136,0.458853715712475,0.45687035781169194,0.4350472530746441,0.47983916984462877,0.45902629444991994,0.4543258025312089,0.48731054137885044,0.4361796689220951,0.41997180041454674,0.43983502124947155,0.453611996977649,0.4443560351039566,0.45033862685104764,0.004461921080782061
376.5,0.4645225918721447,0.477918177400299,0.46229395730409933,0.48118075198143295,0.4847586085067952,0.4645200974986957,0.5004992591663653,0.4879103899011721,0.48110329823623277,0.517537793092745,0.4648365243034955,0.4415516938374406,0.46231821920531624,0.46786727674364,0.4661184110539615,0.4749958033402557,0.004730484428764971
377.0,0.49246057455183956,0.5046425489475449,0.48048336191693736,0.4984812827029291,0.5046694463418688,0.4923087793842301,0.5185963722031058,0.5165761390585162,0.5059824967161958,0.535691641806589,0.4904746921771871,0.4615389751996043,0.48221485456447083,0.48052066934698684,0.4836659767571501,0.4965538541116771,0.0047944594032305905
377.5,0.5190862039349273,0.5316603018191618,0.5011723039186257,0.5158207785837079,0.5272612180069526,0.522230733818553,0.5383812988909413,0.5420602707903445,0.5294811153961146,0.552051977755933,0.512267134869825,0.4881355966137982,0.5007983119899213,0.4947607892975585,0.505117192219135,0.5186856818603666,0.0047732599160004345
378.0,0.5339763663387395,0.5466494203915692,0.5118932112732122,0.524471043944456,0.5373964556569901,0.5409249379960943,0.5524776684584196,0.5532271241073512,0.5418200473590095,0.5605820994407512,0.5214472530439532,0.5099543818458016,0.5077621343656253,0.5052968610140035,0.5139805515748562,0.5307906371207222,0.0047670571040593366
378.5,0.5318311734500546,0.5431288444991177,0.5089720651681704,0.5246658697408693,0.533309666281975,0.5382864166857506,0.5592601788711531,0.5444932723510331,0.5375344975630391,0.5576512371182751,0.5221088831826292,0.515807231168985,0.5000422398462734,0.5056303769532291,0.4998840385569804,0.5281737327625023,0.0049883342958875225
379.0,0.5288026658424997,0.5348074832987776,0.5068037917706135,0.5202238415826472,0.5253649477369455,0.5298375346175225,0.5575411094117045,0.5314860716996593,0.5307466468794884,0.5592697730277022,0.5159474525162098,0.5185146716722262,0.5019921101114705,0.5125028266099989,0.4843260141559803,0.5238777960622297,0.004995980893016121
379.5,0.5256227328545668,0.5260593856266252,0.5090322949847692,0.5153921618315989,0.5143469635819048,0.5182448824773955,0.5542905053429291,0.5235008358081684,0.5245340377792895,0.5603196341581415,0.5037486468343726,0.521142481572431,0.5043797063545691,0.5167981076454801,0.46938088162532277,0.5191195505651709,0.005411425732973429
380.0,0.5324621125349619,0.5318469990255796,0.5174042394920025,0.5186262700520586,0.5195126653519239,0.5172063155786432,0.5508523664240319,0.527056761166098,0.5207662054083356,0.5652627303139592,0.49374149098689946,0.5250045658197017,0.5142086442219915,0.5280163710557956,0.47942287919324095,0.5227593744416815,0.005213507471197156
380.5,0.5340520790289283,0.5365411002155152,0.521349292479224,0.5226786466174542,0.5275227725269536,0.5165045811875943,0.5458826928958078,0.5318915719597741,0.518235142441588,0.5691559653393378,0.4844373171617694,0.5200276531299198,0.5180287982109492,0.5335749700428889,0.4927650637553107,0.5248431764662009,0.005174290218548685
381.0,0.5242851419945634,0.5250992285650475,0.508941950259871,0.5192107474412984,0.5229128741119365,0.5093749597745381,0.540725484517462,0.5267448378890865,0.5083697492871054,0.5613257510748123,0.47116336250458396,0.5064108200106769,0.5068468891391043,0.5242264172009593,0.501628423111032,0.5171511091254718,0.0051561730477113175
381.5,0.5080069136039552,0.4991749879024497,0.4878313995419912,0.5135218341860317,0.5027731760718619,0.49646304697923926,0.5279106030924817,0.5094019036872548,0.49370108891163594,0.5432156465747365,0.4590472605900813,0.4898476545790831,0.4906908212274707,0.5067420967506477,0.4967724336767804,0.50167339115838,0.004914168007261866
382.0,0.48044749437520473,0.46178220455989605,0.4601859137231413,0.49216892689913994,0.4683787566917345,0.47630923526831637,0.5039373980852625,0.4819214629825539,0.4747756408193635,0.5153943266180984,0.44234109958851453,0.46281306484818846,0.4599306229622177,0.474527488984539,0.47428401658806213,0.47527984353294894,0.004742399228877163
382.5,0.45223189849815065,0.4297769691739728,0.43503996529314176,0.46333470902997964,0.43460552929660945,0.4555940360445543,0.475807170567013,0.44832732604843023,0.45306027104783514,0.4825861662918742,0.42956336753533597,0.43358863353378974,0.4299264968406126,0.44333869539513937,0.4455111005519096,0.4474861556765566,0.004300360020248367
383.0,0.43110805793545454,0.41361432530408154,0.42218089944929776,0.4364487491249518,0.4121772292065264,0.43878048003502396,0.45158391909296486,0.42761562045487583,0.4406925770057726,0.4567333359548094,0.4281574034906497,0.41236707782456017,0.41504381359196496,0.42264049407592663,0.418185552240335,0.42848863565247963,0.003628739048284711
383.5,0.4281552630180884,0.41836176855299345,0.4232951510563755,0.4276815882863558,0.4170486821415444,0.4348507674451504,0.44636419909791186,0.4296743140831508,0.43842037275153317,0.4570832896649559,0.4364277802240986,0.41009760563801967,0.4198587993488803,0.41647550247205956,0.41521538394559865,0.42793403118178114,0.0033313000074510473
